1, 11
1, 21
1, 31
1, 41
1, 51
1, 61
1, 71
1, 81
1, 91
1, 101
1, 11111
1, 12111
1, 13111
1, 14111
1, 15111
1, 16111
1, 17111
1, 18111
1, 19111
1, 20111
1, 21111
1, 22111
1, 23111
1, 24111
1, 25111
2, 1111
2, 2111
2, 3111
2, 4111
2, 5111
2, 6111
2, 7111
2, 8111
2, 9111
2, 10111
2, 11111
2, 12111
2, 13111
2, 14111
2, 15111
2, 16111
2, 17111
2, 18111
2, 19111
2, 20111
2, 21111
2, 22111
2, 23111
2, 24111
2, 25111
3, 1111
3, 2111
3, 3111
3, 4111
3, 5111
3, 6111
3, 7111
3, 8111
3, 9111
3, 10111
3, 11111
3, 12111
3, 13111
3, 14111
3, 15111
3, 16111
3, 17111
3, 18111
3, 19111
3, 20111
3, 21111
3, 22111
3, 23111
3, 24111
3, 25111
4, 1111
4, 2111
4, 3111
4, 4111
4, 5111
4, 6111
4, 7111
4, 8111
4, 9111
4, 10111
4, 11111
4, 12111
4, 13111
4, 14111
4, 15111
4, 16111
4, 17111
4, 18111
4, 19111
4, 20111
4, 21111
4, 22111
4, 23111
4, 24111
4, 25111
5, 1111
5, 2111
5, 3111
5, 4111
5, 5111
5, 6111
5, 7111
5, 8111
5, 9111
5, 10111
5, 11111
5, 12111
5, 13111
5, 14111
5, 15111
5, 16111
5, 17111
5, 18111
5, 19111
5, 20111
5, 21111
5, 22111
5, 23111
5, 24111
5, 25111
6, 1111
6, 2111
6, 3111
6, 4111
6, 5111
6, 6111
6, 7111
6, 8111
6, 9111
6, 10111
6, 11111
6, 12111
6, 13111
6, 14111
6, 15111
6, 16111
6, 17111
6, 18111
6, 19111
6, 20111
6, 21111
6, 22111
6, 23111
6, 24111
6, 25111
1, 111
1, 211
1, 311
1, 411
1, 511
1, 611
1, 711
1, 811
1, 911
1, 1011
1, 1111
1, 1211
1, 1311
1, 1411
1, 1511
1, 1611
1, 1711
1, 1811
1, 1911
1, 2011
1, 2111
1, 2211
1, 2311
1, 2411
1, 2511
2, 111
2, 211
2, 311
2, 411
2, 511
2, 611
2, 711
2, 811
2, 911
2, 1011
2, 1111
2, 1211
2, 1311
2, 1411
2, 1511
2, 1611
2, 1711
2, 1811
2, 1911
2, 2011
2, 2111
2, 2211
2, 2311
2, 2411
2, 2511
3, 111
3, 211
3, 311
3, 411
3, 511
3, 611
3, 711
3, 811
3, 911
3, 1011
3, 1111
3, 1211
3, 1311
3, 1411
3, 1511
3, 1611
3, 1711
3, 1811
3, 1911
3, 2011
3, 2111
3, 2211
3, 2311
3, 2411
3, 2511
4, 111
4, 211
4, 311
4, 411
4, 511
4, 611
4, 711
4, 811
4, 911
4, 1011
4, 1111
4, 1211
4, 1311
4, 1411
4, 1511
4, 1611
4, 1711
4, 1811
4, 1911
4, 2011
4, 2111
4, 2211
4, 2311
4, 2411
4, 2511
5, 111
5, 211
5, 311
5, 411
5, 511
5, 611
5, 711
5, 811
5, 911
5, 1011
5, 1111
5, 1211
5, 1311
5, 1411
5, 1511
5, 1611
5, 1711
5, 1811
5, 1911
5, 2011
5, 2111
5, 2211
5, 2311
5, 2411
5, 2511
6, 111
6, 211
6, 311
6, 411
6, 511
6, 611
6, 711
6, 811
6, 911
6, 1011
6, 1111
6, 1211
6, 1311
6, 1411
6, 1511
6, 1611
6, 1711
6, 1811
6, 1911
6, 2011
6, 2111
6, 2211
6, 2311
6, 2411
6, 2511
1, 121
1, 221
1, 321
1, 421
1, 521
1, 621
1, 721
1, 821
1, 921
1, 1021
1, 111121
1, 121121
